Date,GameTimeUTC,GameTimeET,GameTime,Game,LineupSpot,Player,player_id,LineupSource,Team,Pitcher,ISO,Pitcher_HR9,HardHit,FlyBall,BarrelRate,ExitVelocity,LaunchAngle,RecentHRRate,ParkFactor,WindFactor,Matchup,FanDuel,DraftKings,BetMGM,PitcherVulnerability,BatterHand,PitcherHRWeakSide,PitcherHRSpotWeakness
2026-05-31,2026-05-31T17:40:00+00:00,2026-05-31T13:40:00-04:00,1:40 PM,Atlanta Braves vs Cincinnati Reds,7,Spencer Steer,668715,confirmed,Cincinnati Reds,Spencer Strider,0.18,2.08,38.0,34.0,8.0,89.0,14.0,0.1,1.12,1.0,0.65,358.0,360.0,365.0,55.42,R,BOTH,4-6
2026-05-31,2026-05-31T17:40:00+00:00,2026-05-31T13:40:00-04:00,1:40 PM,Atlanta Braves vs Cincinnati Reds,8,Will Benson,666181,confirmed,Cincinnati Reds,Spencer Strider,,,,,,,,,1.12,1.0,,377.0,380.0,369.0,55.42,,BOTH,4-6
2026-05-31,2026-05-31T17:40:00+00:00,2026-05-31T13:40:00-04:00,1:40 PM,Atlanta Braves vs Cincinnati Reds,9,P.J. Higgins,664731,confirmed,Cincinnati Reds,Spencer Strider,0.18,2.08,38.0,34.0,8.0,89.0,14.0,0.1,1.12,1.0,0.65,365.0,359.0,378.0,55.42,R,BOTH,4-6
2026-05-31,2026-05-31T17:40:00+00:00,2026-05-31T13:40:00-04:00,1:40 PM,Boston Red Sox vs Cleveland Guardians,1,Jarren Duran,680776,confirmed,Boston Red Sox,Tanner Bibee,0.18,1.71,38.0,34.0,8.0,89.0,14.0,0.1,1.08,1.1,0.65,610.0,623.0,623.0,50.84,R,BOTH,4-6
2026-05-31,2026-05-31T17:40:00+00:00,2026-05-31T13:40:00-04:00,1:40 PM,Boston Red Sox vs Cleveland Guardians,2,Mickey Gasper,681508,confirmed,Boston Red Sox,Tanner Bibee,0.18,1.71,38.0,34.0,8.0,89.0,14.0,0.1,1.08,1.1,0.65,388.0,401.0,381.0,50.84,R,BOTH,4-6
2026-05-31,2026-05-31T17:40:00+00:00,2026-05-31T13:40:00-04:00,1:40 PM,Boston Red Sox vs Cleveland Guardians,3,Wilyer Abreu,677800,confirmed,Boston Red Sox,Tanner Bibee,0.18,1.71,38.0,34.0,8.0,89.0,14.0,0.1,1.08,1.1,0.65,638.0,643.0,628.0,50.84,R,BOTH,4-6
2026-05-31,2026-05-31T17:40:00+00:00,2026-05-31T13:40:00-04:00,1:40 PM,Boston Red Sox vs Cleveland Guardians,4,Masataka Yoshida,807799,confirmed,Boston Red Sox,Tanner Bibee,0.18,1.71,38.0,34.0,8.0,89.0,14.0,0.1,1.08,1.1,0.65,546.0,561.0,532.0,50.84,R,BOTH,4-6
2026-05-31,2026-05-31T17:40:00+00:00,2026-05-31T13:40:00-04:00,1:40 PM,Boston Red Sox vs Cleveland Guardians,5,Isiah Kiner-Falefa,643396,confirmed,Boston Red Sox,Tanner Bibee,0.18,1.71,38.0,34.0,8.0,89.0,14.0,0.1,1.08,1.1,0.65,601.0,614.0,592.0,50.84,R,BOTH,4-6
2026-05-31,2026-05-31T17:40:00+00:00,2026-05-31T13:40:00-04:00,1:40 PM,Boston Red Sox vs Cleveland Guardians,6,Caleb Durbin,702332,confirmed,Boston Red Sox,Tanner Bibee,0.18,1.71,38.0,34.0,8.0,89.0,14.0,0.1,1.08,1.1,0.65,439.0,425.0,425.0,50.84,R,BOTH,4-6
2026-05-31,2026-05-31T17:40:00+00:00,2026-05-31T13:40:00-04:00,1:40 PM,Boston Red Sox vs Cleveland Guardians,7,Marcelo Mayer,691785,confirmed,Boston Red Sox,Tanner Bibee,0.18,1.71,38.0,34.0,8.0,89.0,14.0,0.1,1.08,1.1,0.65,502.0,489.0,497.0,50.84,R,BOTH,4-6
2026-05-31,2026-05-31T17:40:00+00:00,2026-05-31T13:40:00-04:00,1:40 PM,Boston Red Sox vs Cleveland Guardians,8,Connor Wong,657136,confirmed,Boston Red Sox,Tanner Bibee,0.18,1.71,38.0,34.0,8.0,89.0,14.0,0.1,1.08,1.1,0.65,432.0,427.0,446.0,50.84,R,BOTH,4-6
2026-05-31,2026-05-31T17:40:00+00:00,2026-05-31T13:40:00-04:00,1:40 PM,Boston Red Sox vs Cleveland Guardians,9,Carlos Narváez,665966,confirmed,Boston Red Sox,Tanner Bibee,0.18,1.71,38.0,34.0,8.0,89.0,14.0,0.1,1.08,1.1,0.65,629.0,627.0,644.0,50.84,R,BOTH,4-6
2026-05-31,2026-05-31T17:40:00+00:00,2026-05-31T13:40:00-04:00,1:40 PM,Boston Red Sox vs Cleveland Guardians,1,Travis Bazzana,683953,confirmed,Cleveland Guardians,Ranger Suarez,0.16,0.68,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,565.0,579.0,556.0,34.39,R,BOTH,7-9
2026-05-31,2026-05-31T17:40:00+00:00,2026-05-31T13:40:00-04:00,1:40 PM,Boston Red Sox vs Cleveland Guardians,2,José Ramírez,608070,confirmed,Cleveland Guardians,Ranger Suarez,0.16,0.68,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,580.0,594.0,582.0,34.39,R,BOTH,7-9
2026-05-31,2026-05-31T17:40:00+00:00,2026-05-31T13:40:00-04:00,1:40 PM,Boston Red Sox vs Cleveland Guardians,3,Chase DeLauter,800050,confirmed,Cleveland Guardians,Ranger Suarez,0.16,0.68,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,456.0,442.0,461.0,34.39,R,BOTH,7-9
2026-05-31,2026-05-31T17:40:00+00:00,2026-05-31T13:40:00-04:00,1:40 PM,Boston Red Sox vs Cleveland Guardians,4,Rhys Hoskins,656555,confirmed,Cleveland Guardians,Ranger Suarez,0.16,0.68,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,575.0,560.0,575.0,34.39,R,BOTH,7-9
2026-05-31,2026-05-31T17:40:00+00:00,2026-05-31T13:40:00-04:00,1:40 PM,Boston Red Sox vs Cleveland Guardians,5,David Fry,681807,confirmed,Cleveland Guardians,Ranger Suarez,0.16,0.68,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,372.0,361.0,371.0,34.39,R,BOTH,7-9
2026-05-31,2026-05-31T17:40:00+00:00,2026-05-31T13:40:00-04:00,1:40 PM,Boston Red Sox vs Cleveland Guardians,6,Kyle Manzardo,700932,confirmed,Cleveland Guardians,Ranger Suarez,0.16,0.68,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,512.0,504.0,514.0,34.39,R,BOTH,7-9
2026-05-31,2026-05-31T17:40:00+00:00,2026-05-31T13:40:00-04:00,1:40 PM,Boston Red Sox vs Cleveland Guardians,7,Stuart Fairchild,656413,confirmed,Cleveland Guardians,Ranger Suarez,,,,,,,,,1.0,1.0,,479.0,466.0,466.0,34.39,,BOTH,7-9
2026-05-31,2026-05-31T17:40:00+00:00,2026-05-31T13:40:00-04:00,1:40 PM,Boston Red Sox vs Cleveland Guardians,8,Austin Hedges,595978,confirmed,Cleveland Guardians,Ranger Suarez,0.16,0.68,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,552.0,545.0,546.0,34.39,R,BOTH,7-9
2026-05-31,2026-05-31T17:40:00+00:00,2026-05-31T13:40:00-04:00,1:40 PM,Boston Red Sox vs Cleveland Guardians,9,Brayan Rocchio,677587,confirmed,Cleveland Guardians,Ranger Suarez,0.16,0.68,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,466.0,463.0,468.0,34.39,R,BOTH,7-9
2026-05-31,2026-05-31T17:40:00+00:00,2026-05-31T13:40:00-04:00,1:40 PM,Los Angeles Angels vs Tampa Bay Rays,1,Zach Neto,687263,confirmed,Los Angeles Angels,Shane McClanahan,0.17,0.36,40.0,34.0,8.9,89.5,15.2,0.13,1.0,1.0,0.68,595.0,590.0,600.0,32.01,R,BOTH,7-9
2026-05-31,2026-05-31T17:40:00+00:00,2026-05-31T13:40:00-04:00,1:40 PM,Los Angeles Angels vs Tampa Bay Rays,2,Mike Trout,545361,confirmed,Los Angeles Angels,Shane McClanahan,0.25,0.36,46.0,40.0,14.2,92.5,18.4,0.22,1.0,1.0,0.8,461.0,467.0,465.0,32.01,R,BOTH,7-9
2026-05-31,2026-05-31T17:40:00+00:00,2026-05-31T13:40:00-04:00,1:40 PM,Los Angeles Angels vs Tampa Bay Rays,3,Vaughn Grissom,687093,confirmed,Los Angeles Angels,Shane McClanahan,0.16,0.36,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,618.0,620.0,613.0,32.01,R,BOTH,7-9
2026-05-31,2026-05-31T17:40:00+00:00,2026-05-31T13:40:00-04:00,1:40 PM,Los Angeles Angels vs Tampa Bay Rays,4,Jorge Soler,624585,confirmed,Los Angeles Angels,Shane McClanahan,0.22,0.36,47.0,41.0,15.6,93.1,19.8,0.24,1.0,1.0,0.78,585.0,599.0,598.0,32.01,R,BOTH,7-9
2026-05-31,2026-05-31T17:40:00+00:00,2026-05-31T13:40:00-04:00,1:40 PM,Los Angeles Angels vs Tampa Bay Rays,5,Jo Adell,666176,confirmed,Los Angeles Angels,Shane McClanahan,0.21,0.36,45.0,39.0,13.1,92.0,18.1,0.19,1.0,1.0,0.76,418.0,414.0,427.0,32.01,R,BOTH,7-9
2026-05-31,2026-05-31T17:40:00+00:00,2026-05-31T13:40:00-04:00,1:40 PM,Los Angeles Angels vs Tampa Bay Rays,6,Oswald Peraza,672724,confirmed,Los Angeles Angels,Shane McClanahan,0.16,0.36,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,471.0,457.0,469.0,32.01,R,BOTH,7-9
2026-05-31,2026-05-31T17:40:00+00:00,2026-05-31T13:40:00-04:00,1:40 PM,Los Angeles Angels vs Tampa Bay Rays,7,Jose Siri,642350,confirmed,Los Angeles Angels,Shane McClanahan,0.16,0.36,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,408.0,421.0,406.0,32.01,R,BOTH,7-9
2026-05-31,2026-05-31T17:40:00+00:00,2026-05-31T13:40:00-04:00,1:40 PM,Los Angeles Angels vs Tampa Bay Rays,8,Logan O'Hoppe,681351,confirmed,Los Angeles Angels,Shane McClanahan,0.19,0.36,42.0,37.0,11.4,91.1,17.2,0.16,1.0,1.0,0.7,419.0,433.0,427.0,32.01,R,BOTH,7-9
2026-05-31,2026-05-31T17:40:00+00:00,2026-05-31T13:40:00-04:00,1:40 PM,Los Angeles Angels vs Tampa Bay Rays,9,Nick Madrigal,663611,confirmed,Los Angeles Angels,Shane McClanahan,0.16,0.36,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,369.0,375.0,360.0,32.01,R,BOTH,7-9
2026-05-31,2026-05-31T17:40:00+00:00,2026-05-31T13:40:00-04:00,1:40 PM,Los Angeles Angels vs Tampa Bay Rays,1,Yandy Díaz,650490,confirmed,Tampa Bay Rays,Jack Kochanowicz,0.18,0.74,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,592.0,601.0,585.0,36.7,R,BOTH,7-9
2026-05-31,2026-05-31T17:40:00+00:00,2026-05-31T13:40:00-04:00,1:40 PM,Los Angeles Angels vs Tampa Bay Rays,2,Jonathan Aranda,666018,confirmed,Tampa Bay Rays,Jack Kochanowicz,0.18,0.74,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,510.0,508.0,502.0,36.7,R,BOTH,7-9
2026-05-31,2026-05-31T17:40:00+00:00,2026-05-31T13:40:00-04:00,1:40 PM,Los Angeles Angels vs Tampa Bay Rays,3,Richie Palacios,680700,confirmed,Tampa Bay Rays,Jack Kochanowicz,0.18,0.74,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,611.0,610.0,598.0,36.7,R,BOTH,7-9
2026-05-31,2026-05-31T17:40:00+00:00,2026-05-31T13:40:00-04:00,1:40 PM,Los Angeles Angels vs Tampa Bay Rays,4,Junior Caminero,691406,confirmed,Tampa Bay Rays,Jack Kochanowicz,0.18,0.74,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,443.0,431.0,443.0,36.7,R,BOTH,7-9
2026-05-31,2026-05-31T17:40:00+00:00,2026-05-31T13:40:00-04:00,1:40 PM,Los Angeles Angels vs Tampa Bay Rays,5,Chandler Simpson,802415,confirmed,Tampa Bay Rays,Jack Kochanowicz,0.18,0.74,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,501.0,492.0,494.0,36.7,R,BOTH,7-9
2026-05-31,2026-05-31T17:40:00+00:00,2026-05-31T13:40:00-04:00,1:40 PM,Los Angeles Angels vs Tampa Bay Rays,6,Victor Mesa Jr.,683748,confirmed,Tampa Bay Rays,Jack Kochanowicz,,,,,,,,,1.0,1.0,,481.0,466.0,470.0,36.7,,BOTH,7-9
2026-05-31,2026-05-31T17:40:00+00:00,2026-05-31T13:40:00-04:00,1:40 PM,Los Angeles Angels vs Tampa Bay Rays,7,Cedric Mullins,656775,confirmed,Tampa Bay Rays,Jack Kochanowicz,0.18,0.74,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,427.0,422.0,423.0,36.7,R,BOTH,7-9
2026-05-31,2026-05-31T17:40:00+00:00,2026-05-31T13:40:00-04:00,1:40 PM,Los Angeles Angels vs Tampa Bay Rays,8,Hunter Feduccia,676439,confirmed,Tampa Bay Rays,Jack Kochanowicz,0.18,0.74,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,602.0,595.0,601.0,36.7,R,BOTH,7-9
2026-05-31,2026-05-31T17:40:00+00:00,2026-05-31T13:40:00-04:00,1:40 PM,Los Angeles Angels vs Tampa Bay Rays,9,Taylor Walls,670764,confirmed,Tampa Bay Rays,Jack Kochanowicz,0.18,0.74,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,484.0,470.0,472.0,36.7,R,BOTH,7-9
2026-05-31,2026-05-31T17:40:00+00:00,2026-05-31T13:40:00-04:00,1:40 PM,Miami Marlins vs New York Mets,1,Xavier Edwards,669364,confirmed,Miami Marlins,Nolan McLean,0.26,1.18,47.0,42.0,14.0,92.5,18.0,0.22,1.0,1.0,0.78,516.0,529.0,503.0,42.7,R,BOTH,7-9
2026-05-31,2026-05-31T17:40:00+00:00,2026-05-31T13:40:00-04:00,1:40 PM,Miami Marlins vs New York Mets,2,Liam Hicks,689414,confirmed,Miami Marlins,Nolan McLean,0.18,1.18,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,630.0,624.0,615.0,42.7,R,BOTH,7-9
2026-05-31,2026-05-31T17:40:00+00:00,2026-05-31T13:40:00-04:00,1:40 PM,Miami Marlins vs New York Mets,3,Otto Lopez,672640,confirmed,Miami Marlins,Nolan McLean,0.12,1.18,31.0,24.0,4.0,86.0,9.0,0.04,1.0,1.0,0.52,570.0,555.0,561.0,42.7,L,BOTH,7-9
2026-05-31,2026-05-31T17:40:00+00:00,2026-05-31T13:40:00-04:00,1:40 PM,Miami Marlins vs New York Mets,4,Kyle Stowers,669065,confirmed,Miami Marlins,Nolan McLean,0.18,1.18,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,423.0,436.0,412.0,42.7,R,BOTH,7-9
2026-05-31,2026-05-31T17:40:00+00:00,2026-05-31T13:40:00-04:00,1:40 PM,Miami Marlins vs New York Mets,5,Javier Sanoja,691594,confirmed,Miami Marlins,Nolan McLean,0.18,1.18,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,479.0,469.0,486.0,42.7,R,BOTH,7-9
2026-05-31,2026-05-31T17:40:00+00:00,2026-05-31T13:40:00-04:00,1:40 PM,Miami Marlins vs New York Mets,6,Jakob Marsee,805300,confirmed,Miami Marlins,Nolan McLean,0.18,1.18,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,508.0,500.0,518.0,42.7,R,BOTH,7-9
2026-05-31,2026-05-31T17:40:00+00:00,2026-05-31T13:40:00-04:00,1:40 PM,Miami Marlins vs New York Mets,7,Connor Norby,681393,confirmed,Miami Marlins,Nolan McLean,0.18,1.18,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,502.0,493.0,490.0,42.7,R,BOTH,7-9
2026-05-31,2026-05-31T17:40:00+00:00,2026-05-31T13:40:00-04:00,1:40 PM,Miami Marlins vs New York Mets,8,Owen Caissie,683357,confirmed,Miami Marlins,Nolan McLean,0.18,1.18,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,538.0,525.0,525.0,42.7,R,BOTH,7-9
2026-05-31,2026-05-31T17:40:00+00:00,2026-05-31T13:40:00-04:00,1:40 PM,Miami Marlins vs New York Mets,9,Esteury Ruiz,665923,confirmed,Miami Marlins,Nolan McLean,0.18,1.18,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,601.0,600.0,609.0,42.7,R,BOTH,7-9
2026-05-31,2026-05-31T17:40:00+00:00,2026-05-31T13:40:00-04:00,1:40 PM,Miami Marlins vs New York Mets,1,Carson Benge,701807,confirmed,New York Mets,John King,0.18,1.25,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,362.0,365.0,359.0,48.7,R,BOTH,4-6
2026-05-31,2026-05-31T17:40:00+00:00,2026-05-31T13:40:00-04:00,1:40 PM,Miami Marlins vs New York Mets,2,Bo Bichette,666182,confirmed,New York Mets,John King,0.18,1.25,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,580.0,587.0,573.0,48.7,R,BOTH,4-6
2026-05-31,2026-05-31T17:40:00+00:00,2026-05-31T13:40:00-04:00,1:40 PM,Miami Marlins vs New York Mets,3,Juan Soto,665742,confirmed,New York Mets,John King,0.31,1.25,52.0,45.0,19.8,94.1,19.5,0.34,1.0,1.0,0.92,264.0,266.0,270.0,48.7,L,BOTH,4-6
2026-05-31,2026-05-31T17:40:00+00:00,2026-05-31T13:40:00-04:00,1:40 PM,Miami Marlins vs New York Mets,4,Jared Young,676724,confirmed,New York Mets,John King,0.18,1.25,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,380.0,369.0,378.0,48.7,R,BOTH,4-6
2026-05-31,2026-05-31T17:40:00+00:00,2026-05-31T13:40:00-04:00,1:40 PM,Miami Marlins vs New York Mets,5,Mark Vientos,668901,confirmed,New York Mets,John King,0.18,1.25,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,581.0,568.0,594.0,48.7,R,BOTH,4-6
2026-05-31,2026-05-31T17:40:00+00:00,2026-05-31T13:40:00-04:00,1:40 PM,Miami Marlins vs New York Mets,6,A.J. Ewing,805999,confirmed,New York Mets,John King,0.18,1.25,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,643.0,631.0,650.0,48.7,R,BOTH,4-6
2026-05-31,2026-05-31T17:40:00+00:00,2026-05-31T13:40:00-04:00,1:40 PM,Miami Marlins vs New York Mets,7,Brett Baty,683146,confirmed,New York Mets,John King,0.18,1.25,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,453.0,447.0,442.0,48.7,R,BOTH,4-6
2026-05-31,2026-05-31T17:40:00+00:00,2026-05-31T13:40:00-04:00,1:40 PM,Miami Marlins vs New York Mets,8,Marcus Semien,543760,confirmed,New York Mets,John King,0.18,1.25,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,452.0,439.0,445.0,48.7,R,BOTH,4-6
2026-05-31,2026-05-31T17:40:00+00:00,2026-05-31T13:40:00-04:00,1:40 PM,Miami Marlins vs New York Mets,9,Luis Torrens,620443,confirmed,New York Mets,John King,0.18,1.25,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,650.0,644.0,656.0,48.7,R,BOTH,4-6
2026-05-31,2026-05-31T18:10:00+00:00,2026-05-31T14:10:00-04:00,2:10 PM,Detroit Tigers vs Chicago White Sox,1,Sam Antonacci,803011,confirmed,Chicago White Sox,Keider Montero,0.18,1.15,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,535.0,548.0,547.0,42.02,R,BOTH,7-9
2026-05-31,2026-05-31T18:10:00+00:00,2026-05-31T14:10:00-04:00,2:10 PM,Detroit Tigers vs Chicago White Sox,2,Miguel Vargas,678246,confirmed,Chicago White Sox,Keider Montero,0.18,1.15,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,650.0,654.0,664.0,42.02,R,BOTH,7-9
2026-05-31,2026-05-31T18:10:00+00:00,2026-05-31T14:10:00-04:00,2:10 PM,Detroit Tigers vs Chicago White Sox,3,Andrew Benintendi,643217,confirmed,Chicago White Sox,Keider Montero,0.18,1.15,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,589.0,589.0,578.0,42.02,R,BOTH,7-9
2026-05-31,2026-05-31T18:10:00+00:00,2026-05-31T14:10:00-04:00,2:10 PM,Detroit Tigers vs Chicago White Sox,4,Colson Montgomery,695657,confirmed,Chicago White Sox,Keider Montero,0.18,1.15,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,426.0,427.0,419.0,42.02,R,BOTH,7-9
2026-05-31,2026-05-31T18:10:00+00:00,2026-05-31T14:10:00-04:00,2:10 PM,Detroit Tigers vs Chicago White Sox,5,Chase Meidroth,805367,confirmed,Chicago White Sox,Keider Montero,0.18,1.15,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,540.0,544.0,545.0,42.02,R,BOTH,7-9
2026-05-31,2026-05-31T18:10:00+00:00,2026-05-31T14:10:00-04:00,2:10 PM,Detroit Tigers vs Chicago White Sox,6,Jacob Gonzalez,694378,confirmed,Chicago White Sox,Keider Montero,,,,,,,,,1.0,1.0,,435.0,434.0,438.0,42.02,,BOTH,7-9
2026-05-31,2026-05-31T18:10:00+00:00,2026-05-31T14:10:00-04:00,2:10 PM,Detroit Tigers vs Chicago White Sox,7,Tristan Peters,671976,confirmed,Chicago White Sox,Keider Montero,0.18,1.15,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,623.0,628.0,626.0,42.02,R,BOTH,7-9
2026-05-31,2026-05-31T18:10:00+00:00,2026-05-31T14:10:00-04:00,2:10 PM,Detroit Tigers vs Chicago White Sox,8,Drew Romo,691011,confirmed,Chicago White Sox,Keider Montero,0.18,1.15,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,511.0,508.0,520.0,42.02,R,BOTH,7-9
2026-05-31,2026-05-31T18:10:00+00:00,2026-05-31T14:10:00-04:00,2:10 PM,Detroit Tigers vs Chicago White Sox,9,Rikuu Nishida,807747,confirmed,Chicago White Sox,Keider Montero,0.18,1.15,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,642.0,637.0,651.0,42.02,R,BOTH,7-9
2026-05-31,2026-05-31T18:10:00+00:00,2026-05-31T14:10:00-04:00,2:10 PM,Detroit Tigers vs Chicago White Sox,1,Colt Keith,690993,confirmed,Detroit Tigers,Sean Burke,0.18,0.75,38.0,34.0,8.0,89.0,14.0,0.1,0.98,1.0,0.65,358.0,361.0,357.0,35.88,R,BOTH,7-9
2026-05-31,2026-05-31T18:10:00+00:00,2026-05-31T14:10:00-04:00,2:10 PM,Detroit Tigers vs Chicago White Sox,2,Kevin McGonigle,805808,confirmed,Detroit Tigers,Sean Burke,0.18,0.75,38.0,34.0,8.0,89.0,14.0,0.1,0.98,1.0,0.65,495.0,499.0,501.0,35.88,R,BOTH,7-9
2026-05-31,2026-05-31T18:10:00+00:00,2026-05-31T14:10:00-04:00,2:10 PM,Detroit Tigers vs Chicago White Sox,3,Spencer Torkelson,679529,confirmed,Detroit Tigers,Sean Burke,0.18,0.75,38.0,34.0,8.0,89.0,14.0,0.1,0.98,1.0,0.65,541.0,535.0,528.0,35.88,R,BOTH,7-9
2026-05-31,2026-05-31T18:10:00+00:00,2026-05-31T14:10:00-04:00,2:10 PM,Detroit Tigers vs Chicago White Sox,4,Kerry Carpenter,681481,confirmed,Detroit Tigers,Sean Burke,0.18,0.75,38.0,34.0,8.0,89.0,14.0,0.1,0.98,1.0,0.65,516.0,512.0,530.0,35.88,R,BOTH,7-9
2026-05-31,2026-05-31T18:10:00+00:00,2026-05-31T14:10:00-04:00,2:10 PM,Detroit Tigers vs Chicago White Sox,5,Riley Greene,682985,confirmed,Detroit Tigers,Sean Burke,0.18,0.75,38.0,34.0,8.0,89.0,14.0,0.1,0.98,1.0,0.65,370.0,384.0,373.0,35.88,R,BOTH,7-9
2026-05-31,2026-05-31T18:10:00+00:00,2026-05-31T14:10:00-04:00,2:10 PM,Detroit Tigers vs Chicago White Sox,6,Matt Vierling,663837,confirmed,Detroit Tigers,Sean Burke,0.18,0.75,38.0,34.0,8.0,89.0,14.0,0.1,0.98,1.0,0.65,611.0,597.0,606.0,35.88,R,BOTH,7-9
2026-05-31,2026-05-31T18:10:00+00:00,2026-05-31T14:10:00-04:00,2:10 PM,Detroit Tigers vs Chicago White Sox,7,Wenceel Pérez,672761,confirmed,Detroit Tigers,Sean Burke,0.18,0.75,38.0,34.0,8.0,89.0,14.0,0.1,0.98,1.0,0.65,561.0,564.0,565.0,35.88,R,BOTH,7-9
2026-05-31,2026-05-31T18:10:00+00:00,2026-05-31T14:10:00-04:00,2:10 PM,Detroit Tigers vs Chicago White Sox,8,Zach McKinstry,656716,confirmed,Detroit Tigers,Sean Burke,0.18,0.75,38.0,34.0,8.0,89.0,14.0,0.1,0.98,1.0,0.65,395.0,385.0,409.0,35.88,R,BOTH,7-9
2026-05-31,2026-05-31T18:10:00+00:00,2026-05-31T14:10:00-04:00,2:10 PM,Detroit Tigers vs Chicago White Sox,9,Jake Rogers,668670,confirmed,Detroit Tigers,Sean Burke,0.18,0.75,38.0,34.0,8.0,89.0,14.0,0.1,0.98,1.0,0.65,594.0,592.0,606.0,35.88,R,BOTH,7-9
2026-05-31,2026-05-31T18:10:00+00:00,2026-05-31T14:10:00-04:00,2:10 PM,Milwaukee Brewers vs Houston Astros,1,Jeremy Peña,665161,confirmed,Houston Astros,Jacob Misiorowski,0.18,0.56,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,609.0,623.0,614.0,32.42,R,BOTH,7-9
2026-05-31,2026-05-31T18:10:00+00:00,2026-05-31T14:10:00-04:00,2:10 PM,Milwaukee Brewers vs Houston Astros,2,Yordan Alvarez,670541,confirmed,Houston Astros,Jacob Misiorowski,0.18,0.56,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,330.0,326.0,316.0,32.42,R,BOTH,7-9
2026-05-31,2026-05-31T18:10:00+00:00,2026-05-31T14:10:00-04:00,2:10 PM,Milwaukee Brewers vs Houston Astros,3,Christian Walker,572233,confirmed,Houston Astros,Jacob Misiorowski,0.18,0.56,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,593.0,600.0,598.0,32.42,R,BOTH,7-9
2026-05-31,2026-05-31T18:10:00+00:00,2026-05-31T14:10:00-04:00,2:10 PM,Milwaukee Brewers vs Houston Astros,4,Taylor Trammell,666211,confirmed,Houston Astros,Jacob Misiorowski,0.18,0.56,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,640.0,651.0,637.0,32.42,R,BOTH,7-9
2026-05-31,2026-05-31T18:10:00+00:00,2026-05-31T14:10:00-04:00,2:10 PM,Milwaukee Brewers vs Houston Astros,5,Isaac Paredes,670623,confirmed,Houston Astros,Jacob Misiorowski,0.18,0.56,38.0,34.0,8.0,89.0,14.0,0.1,1.0,1.0,0.65,536.0,544.0,539.0,32.42,R,BOTH,7-9
